no_neighs,no_nodes,tau_block,tau_attestation,mainchain_rate,branch_ratio
3,96,11.0,15.0,0.3627450980392157,1.2972972972972974
3,96,11.0,17.0,0.3235294117647059,1.4242424242424243
3,96,11.0,19.0,0.28431372549019607,1.4137931034482758
3,96,11.0,21.0,0.35294117647058826,1.25
3,96,13.0,1.0,0.3431372549019608,1.7142857142857142
3,96,13.0,3.0,0.43137254901960786,1.1136363636363635
3,96,13.0,5.0,0.30392156862745096,2.032258064516129
3,96,13.0,7.0,0.3627450980392157,1.4324324324324325
3,96,13.0,9.0,0.3431372549019608,1.5142857142857142
3,96,13.0,11.0,0.2549019607843137,1.6538461538461537
3,96,13.0,13.0,0.3431372549019608,1.6285714285714286
3,96,13.0,15.0,0.38235294117647056,1.3076923076923077
3,96,13.0,17.0,0.30392156862745096,1.5161290322580645
3,96,13.0,19.0,0.29411764705882354,1.5333333333333334
3,96,13.0,21.0,0.2647058823529412,1.5555555555555556
3,96,15.0,1.0,0.3235294117647059,1.6666666666666667
3,96,15.0,3.0,0.3627450980392157,1.5945945945945945
3,96,15.0,5.0,0.37254901960784315,1.368421052631579
3,96,15.0,7.0,0.30392156862745096,1.7741935483870968
3,96,15.0,9.0,0.2647058823529412,2.111111111111111
3,96,15.0,11.0,0.3137254901960784,1.65625
3,96,15.0,13.0,0.3431372549019608,1.6571428571428573
3,96,15.0,15.0,0.3235294117647059,1.696969696969697
3,96,15.0,17.0,0.27450980392156865,1.8214285714285714
3,96,15.0,19.0,0.30392156862745096,1.5483870967741935
3,96,15.0,21.0,0.28431372549019607,1.9310344827586208
3,96,17.0,1.0,0.3235294117647059,1.9393939393939394
3,96,17.0,3.0,0.28431372549019607,2.206896551724138
3,96,17.0,5.0,0.2647058823529412,2.2962962962962963
3,96,17.0,7.0,0.3235294117647059,1.7878787878787878
3,96,17.0,9.0,0.29411764705882354,1.7666666666666666
3,96,17.0,11.0,0.28431372549019607,2.0344827586206895
3,96,17.0,13.0,0.3235294117647059,1.606060606060606
3,96,17.0,15.0,0.3431372549019608,1.6571428571428573
3,96,17.0,17.0,0.3431372549019608,1.7428571428571429
3,96,17.0,19.0,0.3431372549019608,1.3714285714285714
3,96,17.0,21.0,0.27450980392156865,1.9285714285714286
3,96,19.0,1.0,0.23529411764705882,2.5
3,96,19.0,3.0,0.27450980392156865,1.9642857142857142
3,96,19.0,5.0,0.2647058823529412,2.2222222222222223
3,96,19.0,7.0,0.19607843137254902,2.75
3,96,19.0,9.0,0.24509803921568626,2.24
3,96,19.0,11.0,0.3137254901960784,1.84375
3,96,19.0,13.0,0.3137254901960784,1.75
3,96,19.0,15.0,0.30392156862745096,1.8387096774193548
3,96,19.0,17.0,0.29411764705882354,1.6333333333333333
3,96,19.0,19.0,0.24509803921568626,1.92
3,96,19.0,21.0,0.23529411764705882,2.0416666666666665
3,96,21.0,1.0,0.2549019607843137,2.3076923076923075
3,96,21.0,3.0,0.27450980392156865,2.25
